street,name,lon,lat,religion,county,subcounty,type
uknown address,pag church,36.8527067,-1.2628917,christian,nairobi city,kibra,religion
uknown address,fountain of transformation church,36.849595,-1.26434,christian,nairobi city,kibra,religion
uknown address,jesus gospel church of prayer,36.8450633,-1.2654117,christian,nairobi city,kibra,religion
uknown address,end time revival mission church,36.8597333,-1.2608483,christian,nairobi city,kibra,religion
uknown address,redeemed gospel church,36.8559617,-1.2632267,christian,nairobi city,kibra,religion
uknown address,corner stone pag church,36.7544488,-1.2850877,christian,nairobi city,kibra,religion
uknown address,the church of jesus christ,36.7484,-1.2915783,christian,nairobi city,kibra,religion
uknown address,pcea satellite church riruta,36.7437382,-1.2945768,christian,nairobi city,kibra,religion
uknown address,kenya redeemed church,36.734638,-1.2928839,christian,nairobi city,kibra,religion
uknown address,deliverance church,36.7350931,-1.2842655,christian,nairobi city,kibra,religion
uknown address,rabii c.h.s church,36.7359854,-1.2872707,christian,nairobi city,langata,religion
uknown address,christo church,36.7395185,-1.2858405,christian,nairobi city,langata,religion
uknown address,the nairobi international church,36.7470185,-1.2965672,christian,nairobi city,kibra,religion
uknown address,deliverance church riruta,36.7522496,-1.2921406,christian,nairobi city,kibra,religion
uknown address,akorino revival church,36.7346671,-1.2770926,christian,nairobi city,kibra,religion
uknown address,galilaya pag ass.church,36.7467636,-1.2710549,christian,nairobi city,kibra,religion
uknown address,international fellowship of the clergy church,36.7464983,-1.2774967,christian,nairobi city,kibra,religion
uknown address,upendo pentecostal church,36.7442967,-1.2791083,christian,nairobi city,kibra,religion
uknown address,glory pentecostal church,36.7445636,-1.2801941,christian,nairobi city,kibra,religion
uknown address,new testament church of god,36.74029,-1.2837833,christian,nairobi city,kibra,religion
uknown address,pcea church,36.7363222,-1.2777875,christian,nairobi city,kibra,religion
uknown address,st.john the baptist catholic church,36.7357068,-1.2811076,christian,nairobi city,kibra,religion
uknown address,a. c. k emmanuel church,36.747936,-1.2886139,christian,nairobi city,kibra,religion
uknown address,reformed church of east africa,36.743054,-1.2857395,christian,nairobi city,kibra,religion
uknown address,maranatha church,36.7459883,-1.28896,christian,nairobi city,kibra,religion
uknown address,light house christian church,36.74676,-1.2885167,christian,nairobi city,kibra,religion
uknown address,gospel church,36.75292,-1.2899367,christian,nairobi city,kibra,religion
uknown address,the renewal church,36.7467139,-1.2827532,christian,nairobi city,kibra,religion
uknown address,msanda holy church,36.745846,-1.2829503,christian,nairobi city,kibra,religion
uknown address,the lord's worship church,36.7465152,-1.2826727,christian,nairobi city,kibra,religion
uknown address,africa church,36.7488676,-1.2824795,christian,nairobi city,kibra,religion
uknown address,ian church jcc,36.7530519,-1.2837696,christian,nairobi city,mathare,religion
uknown address,the apostolic church,36.7471004,-1.278337,christian,nairobi city,mathare,religion
uknown address,great faith,36.7459987,-1.2848446,christian,nairobi city,kamukunji,religion
uknown address,legion maria church,36.7467636,-1.2795574,christian,nairobi city,mathare,religion
uknown address,pentecost church,36.749458,-1.2804843,christian,nairobi city,kasarani,religion
uknown address,springs of blessings church,36.7507515,-1.2784389,christian,nairobi city,mathare,religion
uknown address,emmanuel miracle church,36.7451343,-1.2840222,christian,nairobi city,mathare,religion
uknown address,lowrem worship center,36.7467636,-1.2861179,christian,nairobi city,mathare,religion
uknown address,methodist church in kenya,36.747846,-1.2836962,christian,nairobi city,mathare,religion
uknown address,children of the promise church,36.7468183,-1.2839954,christian,nairobi city,mathare,religion
uknown address,the nairobi metropolitant pentecostal church,36.7490725,-1.2849925,christian,nairobi city,mathare,religion
uknown address,methodist church,36.7430588,-1.28132,christian,nairobi city,mathare,religion
uknown address,bible baptist church,36.7464941,-1.2843443,christian,nairobi city,mathare,religion
uknown address,friends church (quakers),36.7493273,-1.286327,christian,nairobi city,mathare,religion
uknown address,hosanna community church,36.7497893,-1.2858634,christian,nairobi city,kasarani,religion
uknown address,riruta church of god,36.7512696,-1.2848527,christian,nairobi city,mathare,religion
uknown address,evangelical lutheran church of kenya,36.7488624,-1.2829882,christian,nairobi city,mathare,religion
uknown address,riruta church of god,36.7514517,-1.2841312,christian,nairobi city,mathare,religion
uknown address,professional church of god,36.7520383,-1.2836583,christian,nairobi city,kasarani,religion
uknown address,goshen international christian church,36.7566117,-1.27975,christian,nairobi city,mathare,religion
uknown address,st. francis assist catholic church,36.7544033,-1.2851333,christian,nairobi city,dagoretti,religion
uknown address,kisiwa ministry church centre,36.7543932,-1.2851135,christian,nairobi city,dagoretti,religion
kinyanjui road,the holy spirit church,36.75448,-1.2850683,christian,nairobi city,dagoretti,religion
uknown address,kisima pag church,36.754337,-1.2851127,christian,nairobi city,dagoretti,religion
uknown address,gatina united church,36.757393,-1.275132,christian,nairobi city,dagoretti,religion
uknown address,marathon faith assemblies,36.7557799,-1.2747393,christian,nairobi city,dagoretti,religion
uknown address,kabaras checkpoint church,36.7568314,-1.2748712,christian,nairobi city,dagoretti,religion
uknown address,matunda pentecostal church,36.7566422,-1.2746875,christian,nairobi city,dagoretti,religion
uknown address,new life assembly church,36.755298,-1.2763903,christian,nairobi city,dagoretti,religion
uknown address,full gospel faith sanctuary,36.7552922,-1.2763898,christian,nairobi city,dagoretti,religion
uknown address,children of god generation church,36.7565229,-1.2815583,christian,nairobi city,westlands,religion
uknown address,light of the world church,36.7508701,-1.276459,christian,nairobi city,dagoretti,religion
uknown address,bethlehem church,36.7508682,-1.2764588,christian,nairobi city,dagoretti,religion
uknown address,united pentecostal church faith foundation,36.7498919,-1.2759227,christian,nairobi city,dagoretti,religion
uknown address,independent presbyterian church,36.7567838,-1.2757213,christian,nairobi city,dagoretti,religion
uknown address,kisima pag church,36.7602077,-1.2824029,christian,nairobi city,dagoretti,religion
uknown address,deliverance church amboseli,36.760115,-1.2823433,christian,nairobi city,dagoretti,religion
uknown address,friends church quakers,36.7543476,-1.285106,christian,nairobi city,dagoretti,religion
uknown address,the lord worship centre,36.7543081,-1.2851172,christian,nairobi city,dagoretti,religion
uknown address,amboseli pag church,36.7549177,-1.2856437,christian,nairobi city,dagoretti,religion
uknown address,hope church,36.7582049,-1.2848918,christian,nairobi city,dagoretti,religion
uknown address,salvation army church,36.7544079,-1.2851347,christian,nairobi city,dagoretti,religion
uknown address,united church of calvary,36.74859,-1.2893433,christian,nairobi city,dagoretti,religion
uknown address,jericho pag church,36.7470717,-1.28962,christian,nairobi city,dagoretti,religion
uknown address,restoration international church kawangware,36.7477267,-1.2770733,christian,nairobi city,dagoretti,religion
uknown address,pentecostal church,36.7880687,-1.2856624,christian,nairobi city,dagoretti,religion
uknown address,church on the rock,36.7558566,-1.2718758,christian,nairobi city,dagoretti,religion
uknown address,fellowship church international (kwa-ndege),36.9011118,-1.304371,christian,nairobi city,dagoretti,religion
uknown address,pag church,36.9031721,-1.2995198,christian,nairobi city,dagoretti,religion
uknown address,embakasi redeemed church,36.9163934,-1.3052407,christian,nairobi city,dagoretti,religion
uknown address,sda church embakasi central,36.912829,-1.3029672,christian,nairobi city,dagoretti,religion
uknown address,kenya assembies of god -fedha church,36.8944352,-1.3140775,christian,nairobi city,dagoretti,religion
uknown address,buruburu full gospel church,36.8776976,-1.2756475,christian,nairobi city,dagoretti,religion
uknown address,pcea nairobi west church,36.8189106,-1.3125835,christian,nairobi city,dagoretti,religion
uknown address,deliverance church eastleigh,36.8471642,-1.2756156,christian,nairobi city,dagoretti,religion
uknown address,joy christian fellowship church,36.8980227,-1.319159,christian,nairobi city,dagoretti,religion
uknown address,nyari pcea,36.7820393,-1.2226223,christian,nairobi city,dagoretti,religion
uknown address,karura sda church,36.7815878,-1.2234162,christian,nairobi city,dagoretti,religion
uknown address,pefa church thika road,36.8994933,-1.2120261,christian,nairobi city,dagoretti,religion
uknown address,shammah deliverance church,36.819053,-1.2755499,christian,nairobi city,dagoretti,religion
uknown address,legio maria church,36.7927725,-1.3139091,christian,nairobi city,dagoretti,religion
uknown address,church of god,36.7950148,-1.3106591,christian,nairobi city,dagoretti,religion
uknown address,apostolic church,36.7895511,-1.3123699,christian,nairobi city,dagoretti,religion
uknown address,catholic church,36.7889235,-1.3093478,christian,nairobi city,dagoretti,religion
uknown address,qdcc church,36.7883978,-1.3107422,christian,nairobi city,dagoretti,religion
uknown address,tumaini church,36.7847929,-1.3128471,christian,nairobi city,dagoretti,religion
uknown address,pcea church,36.7967314,-1.3187065,christian,nairobi city,dagoretti,religion
uknown address,harvest church,36.7981794,-1.3144858,christian,nairobi city,dagoretti,religion
uknown address,apostolic church,36.7895186,-1.3123514,christian,nairobi city,dagoretti,religion
uknown address,african church,36.7874081,-1.3094712,christian,nairobi city,dagoretti,religion
uknown address,apostolic church,36.7895552,-1.3124235,christian,nairobi city,dagoretti,religion
uknown address,christian outreach church,36.7947576,-1.317443,christian,nairobi city,dagoretti,religion
uknown address,full gospel churches of kenya- maji mazuri,36.9266687,-1.2306911,christian,nairobi city,dagoretti,religion
uknown address,the triumph church,36.9222588,-1.2305179,christian,nairobi city,dagoretti,religion
uknown address,a.c.c & s utawala church,36.985736,-1.2829468,christian,nairobi city,dagoretti,religion
uknown address,cmf church utawala,36.9776428,-1.2880751,christian,nairobi city,dagoretti,religion
uknown address,pcea utawala,36.9704324,-1.2859738,christian,nairobi city,dagoretti,religion
uknown address,victory church utawala,36.9717963,-1.2856371,christian,nairobi city,dagoretti,religion
uknown address,deliverance church utawala,36.9678032,-1.2837472,christian,nairobi city,dagoretti,religion
uknown address,new utawala sda satellite church,36.9690211,-1.2833967,christian,nairobi city,dagoretti,religion
uknown address,dominion recovery church,36.9663783,-1.281666,christian,nairobi city,dagoretti,religion
uknown address,tumaini church,36.8862105,-1.2559021,christian,nairobi city,dagoretti,religion
uknown address,orbit church,36.8575245,-1.2656906,christian,nairobi city,dagoretti,religion
uknown address,pcea mathare valley church,36.8454002,-1.2644192,christian,nairobi city,dagoretti,religion
uknown address,reedemed gospel church mother church,36.8496657,-1.2646701,christian,nairobi city,dagoretti,religion
uknown address,soul harvesters church intl,36.8451527,-1.2654775,christian,nairobi city,dagoretti,religion
uknown address,mashimoni pag church,36.8620405,-1.2615313,christian,nairobi city,dagoretti,religion
uknown address,pefa church mathare,36.8601118,-1.2625629,christian,nairobi city,dagoretti,religion
uknown address,chrst impact church,36.8433918,-1.2639561,christian,nairobi city,dagoretti,religion
uknown address,african divine church,36.8620914,-1.2611541,christian,nairobi city,dagoretti,religion
uknown address,st. john paul catholic church,36.8633545,-1.2616906,christian,nairobi city,dagoretti,religion
uknown address,christ missioners church,36.8622182,-1.2615948,christian,nairobi city,westlands,religion
uknown address,maranatha faith assembly,36.8615572,-1.2626439,christian,nairobi city,westlands,religion
unknown address,redeemed church,36.8615981,-1.253674,christian,nairobi city,embakasi,religion
uknown address,family worship tarbanacle church,36.958762,-1.2808268,christian,nairobi city,embakasi,religion
uknown address,victors assembly church in nairobi,36.8262076,-1.281108,christian,nairobi city,embakasi,religion
uknown address,god's promise church,36.8823442,-1.3083558,christian,nairobi city,embakasi,religion
uknown address,highridge tumaini church,36.8917849,-1.2512468,christian,nairobi city,embakasi,religion
mumias road,israel church,36.8894244,-1.253717,christian,nairobi city,kamukunji,religion
uknown address,rehema church,36.8888064,-1.2517511,christian,nairobi city,langata,religion
uknown address,seraphine church of god,36.8870445,-1.2539284,christian,nairobi city,langata,religion
uknown address,christian roho fweny church,36.8870892,-1.2555574,christian,nairobi city,kamukunji,religion
uknown address,mercy seat of god fellowship international church,36.8857836,-1.2556037,christian,nairobi city,embakasi,religion
uknown address,church of israel,36.8870707,-1.2541682,christian,nairobi city,westlands,religion
uknown address,divine church,36.8892218,-1.2531619,christian,nairobi city,westlands,religion
uknown address,neshama elohim church,36.8880305,-1.2529924,christian,nairobi city,kasarani,religion
uknown address,church of god,36.8881263,-1.2524859,christian,nairobi city,starehe,religion
uknown address,apostolic divine church,36.887392,-1.2512041,christian,nairobi city,kibra,religion
uknown address,glory church,36.8912175,-1.2491984,christian,nairobi city,kibra,religion
uknown address,peniel revival church,36.887382,-1.2538716,christian,nairobi city,kibra,religion
uknown address,kilimani springs sda church,36.7631422,-1.2671056,christian,nairobi city,kibra,religion
uknown address,church army-biafra-joster,36.8521561,-1.2886985,christian,nairobi city,kibra,religion
uknown address,ledec church,36.9765036,-1.2573138,christian,nairobi city,kibra,religion
uknown address,st. pauls university chapel,36.814364,-1.2815406,christian,nairobi city,kibra,religion
uknown address,al amin mosque,36.8414302,-1.2712915,christian,nairobi city,langata,religion
uknown address,st. mary's parish catholic church compound,36.8815449,-1.314369,christian,nairobi city,kibra,religion
uknown address,messiah gospel church,36.8732011,-1.2542632,christian,nairobi city,kibra,religion
uknown address,good shepherd african gospel church,36.7895547,-1.2988761,christian,nairobi city,kibra,religion
uknown address,nairobi central sda church - maxwell car park,36.8078189,-1.2891189,christian,nairobi city,kibra,religion
uknown address,a.i.c church embakasi,36.9132884,-1.3109195,christian,nairobi city,kasarani,religion
uknown address,wme church,36.8018752,-1.3155866,christian,nairobi city,kasarani,religion
uknown address,madre teresa catholic,36.8933411,-1.2085718,christian,nairobi city,njiru,religion
uknown address,orthodox church,36.7876533,-1.2918222,christian,nairobi city,njiru,religion
uknown address,all africa conference of churches car park,36.7875781,-1.2603804,christian,nairobi city,njiru,religion
uknown address,kariokor methodist church,36.8361072,-1.2769067,christian,nairobi city,njiru,religion
uknown address,pcea dandora church,36.8916392,-1.2577878,christian,nairobi city,njiru,religion
uknown address,masjid yusuf mosque,36.8338731,-1.3015439,christian,nairobi city,njiru,religion
uknown address,kag church,36.8447693,-1.2641967,christian,nairobi city,njiru,religion
uknown address,bonfaith medical centre,36.8687928,-1.2597259,christian,nairobi city,kasarani,religion
uknown address,great alter call church center,36.8781478,-1.3172898,christian,nairobi city,mathare,religion
uknown address,healing and hope church centre,36.8803083,-1.3179689,christian,nairobi city,mathare,religion
uknown address,israel pentecostal church,36.8795508,-1.3145352,christian,nairobi city,mathare,religion
uknown address,sinai p.a.g church assembly,36.8802244,-1.3133152,christian,nairobi city,mathare,religion
uknown address,st mary's mukuru catholic church,36.8811453,-1.314566,christian,nairobi city,mathare,religion
uknown address,st. lazarus legio maria church,36.9010694,-1.2408741,christian,nairobi city,mathare,religion
uknown address,rc church embakasi garisson,36.9260802,-1.3090569,christian,nairobi city,mathare,religion
uknown address,ack st. timothy church,36.9563559,-1.2775286,christian,nairobi city,mathare,religion
uknown address,ledec church smaller sanctuary of grace,36.9764445,-1.2574038,christian,nairobi city,mathare,religion
uknown address,ledec church sancutuary of grace,36.9765204,-1.2572322,christian,nairobi city,mathare,religion
uknown address,st. veronica pre-school and ack church,36.8425242,-1.3139143,christian,nairobi city,mathare,religion
uknown address,capstone fellowship church,36.8500515,-1.3138722,christian,nairobi city,kasarani,religion
uknown address,redeemed gospel church clinic,36.8878506,-1.2468798,christian,nairobi city,njiru,religion
ndumberi road,gethesemane pentecostal church,36.7750951,-1.3149869,christian,nairobi city,starehe,religion
uknown address,gethesemane pentecostal church,36.7750624,-1.3150148,christian,nairobi city,makadara,religion
uknown address,orthodox church,36.7750917,-1.3117711,christian,nairobi city,kasarani,religion
uknown address,transform faith hope,36.7903039,-1.3106177,christian,nairobi city,kasarani,religion
uknown address,st.paul catholic church,36.8633346,-1.2618731,christian,nairobi city,kasarani,religion
uknown address,ack church kianda,36.7763328,-1.3118289,christian,nairobi city,kasarani,religion
uknown address,orthodox church kianda,36.7749288,-1.3116172,christian,nairobi city,kasarani,religion
uknown address,bethel baptist church,36.9116746,-1.2626552,christian,nairobi city,kasarani,religion
uknown address,kangemi pag church nursery,36.7344417,-1.2634067,christian,nairobi city,kasarani,religion
uknown address,wardolf faith academy,36.749848,-1.269114,christian,nairobi city,kasarani,religion
uknown address,holy mother of god,36.9137127,-1.202766,christian,nairobi city,kasarani,religion
uknown address,nairobi grace chapel,36.889516,-1.2022487,christian,nairobi city,kasarani,religion
uknown address,full gospel evangelistic ministry,36.781155,-1.3140917,christian,nairobi city,kasarani,religion
uknown address,the salvation army - kenyatta corps,36.7966033,-1.3153633,christian,nairobi city,kasarani,religion
uknown address,apel for all nations,36.77684,-1.3117933,christian,nairobi city,kasarani,religion
uknown address,st. sam roho lwanda,36.7789435,-1.315236,christian,nairobi city,westlands,religion
unknown,everngelical gospel ministry,36.7985417,-1.31849,christian,nairobi city,kamukunji,religion
unknown,live gospel ministry nairobi,36.7943417,-1.3140183,christian,nairobi city,njiru,religion
university way,jeshi la wokovu,36.7911875,-1.3163468,christian,nairobi city,westlands,religion
unknown,adc nairobi sub mission,36.7955767,-1.3157333,muslim,nairobi city,starehe,religion
unknown,my father's house ministry,36.7796617,-1.3135167,christian,nairobi city,embakasi,religion
unknown,world reconciliation ministries,36.7760133,-1.3143817,christian,nairobi city,mathare,religion
ngong road,emmanuel's love ministry international,36.7780499,-1.3154708,christian,nairobi city,westlands,religion
milimani road,a. c. f. gatwekera fellowship,36.782935,-1.3135967,christian,nairobi city,westlands,religion
unknown,st. joseph darajani,36.7862117,-1.3121433,christian,nairobi city,embakasi,religion
unknown,lindi central pag assembly,36.79153,-1.3133383,christian,nairobi city,langata,religion
unknown,nairibi dam pentecostal assemblies of god,36.7931767,-1.3162633,christian,nairobi city,kasarani,religion
argwings kodhek road,kenya assemblies of god,36.7780185,-1.3147657,christian,nairobi city,westlands,religion
waiyaki way,new christian of christ ministries,36.7953583,-1.31621,christian,nairobi city,westlands,religion
general waruingi street,ack st andrews,36.7758106,-1.3130348,christian,nairobi city,starehe,religion
unknown,voice of deliverance & healing ministry,36.79767,-1.3147267,christian,nairobi city,embakasi,religion
unknown,aic soweto,36.7957154,-1.314172,muslim,nairobi city,starehe,religion
mau mau road,christian hope network,36.7925158,-1.3127094,christian,nairobi city,mathare,religion
unknown,greater grace,36.79828,-1.3179017,christian,nairobi city,mathare,religion
unknown,gospel power,36.7820052,-1.3159596,christian,nairobi city,embakasi,religion
unknown,p.a.g.c amani,36.7903599,-1.3161533,christian,nairobi city,embakasi,religion
unknown,new life restoration ministry,36.7811826,-1.3074388,christian,nairobi city,embakasi,religion
unknown,magiwa p.a.g,36.7958367,-1.3140733,christian,nairobi city,embakasi,religion
unknown,light christian ministries,36.7976933,-1.3174283,christian,nairobi city,embakasi,religion
unknown,prophetic minitry,36.7719233,-1.3088477,christian,nairobi city,kasarani,religion
unknown,true christian gospel living ministry,36.7973017,-1.3168533,christian,nairobi city,embakasi,religion
unknown,ephatha of holy trinity ministry,36.7855346,-1.3145866,christian,nairobi city,njiru,religion
unknown,pure gospel celebration center,36.79653,-1.3179133,christian,nairobi city,njiru,religion
unknown,3 rivers of grace fellowship,36.7752408,-1.3120933,christian,nairobi city,njiru,religion
unknown,baptist rescue center,36.7809983,-1.3166683,christian,nairobi city,starehe,religion
unknown,the true centre ministries,36.7940357,-1.3138029,christian,nairobi city,starehe,religion
unknown,jumba la ufalme la mashahidi wa yehova,36.7803693,-1.3147969,christian,nairobi city,kasarani,religion
unknown,undugu family of hope,36.7829393,-1.3162042,christian,nairobi city,kibra,religion
unknown,restoration chapel,36.7836915,-1.3121921,christian,nairobi city,kibra,religion
unknown,roho msalaba,36.7831829,-1.3160681,christian,nairobi city,kibra,religion
unknown,youngsters for christ team,36.78281,-1.3137917,christian,nairobi city,kibra,religion
unknown,kenya assemblies of god,36.7974425,-1.3147414,christian,nairobi city,mathare,religion
unknown,abundant grace of jesus ministry,36.791856,-1.3126708,christian,nairobi city,kibra,religion
unknown,christian outrich center,36.7947567,-1.3173717,christian,nairobi city,kibra,religion
unknown,christ way outreach,36.7976617,-1.317675,christian,nairobi city,embakasi,religion
unknown,ingili takatifu,36.7720785,-1.3099804,christian,nairobi city,westlands,religion
unknown,jammii outreach ministries,36.7745448,-1.3115895,christian,nairobi city,westlands,religion
ngumba road,gospel disciples,36.86238,-1.2583433,christian,nairobi city,kasarani,religion
northern bypass,jumuiya ya st claude,36.8437783,-1.26501,christian,nairobi city,kasarani,religion
unknown,pentecostal assemblies of god,36.852405,-1.265025,christian,nairobi city,kibra,religion
unknown,jesus christian mission center,36.84411,-1.2649267,christian,nairobi city,kibra,religion
unknown,pag mashimoni,36.8621717,-1.26142,christian,nairobi city,kibra,religion
unknown,god of peace ministry,36.8600983,-1.2633483,christian,nairobi city,kibra,religion
unknown,god's family ministries international,36.843585,-1.2663867,christian,nairobi city,kibra,religion
unknown,jehovah witness,36.8641947,-1.2623351,christian,nairobi city,kibra,religion
unknown,african israel,36.861225,-1.25968,christian,nairobi city,kibra,religion
unknown,house of prayer,36.8514733,-1.263655,christian,nairobi city,kibra,religion
unknown,spring living ministry,36.8542217,-1.26282,christian,nairobi city,kibra,religion
unknown,st benedict parish,36.8587275,-1.2521087,christian,nairobi city,kibra,religion
unknown,african kenya sanctuary,36.8542617,-1.2634217,christian,nairobi city,kibra,religion
unknown,pcea education center,36.779559,-1.3106909,christian,nairobi city,kibra,religion
unknown,mega church,36.8439833,-1.2654883,christian,nairobi city,kibra,religion
unknown,kamitha central,36.7544384,-1.2850875,christian,nairobi city,kibra,religion
unknown,grace ministry,36.7375366,-1.2877336,christian,nairobi city,kibra,religion
unknown,jesus power blessed centre ministries,36.748225,-1.2915133,christian,nairobi city,kibra,religion
unknown,mountain of transformation ministry,36.7405148,-1.2863033,christian,nairobi city,kibra,religion
unknown,orthodox archbishop of kenya,36.7368015,-1.2928523,christian,nairobi city,kibra,religion
unknown,new rebuilders chapel,36.7380064,-1.2874798,christian,nairobi city,langata,religion
unknown,the ministry of repentance and holiness,36.7410379,-1.2905886,christian,nairobi city,kibra,religion
unknown,cross mission center,36.7391063,-1.2874148,christian,nairobi city,kibra,religion
unknown,global field evangelism,36.7438418,-1.2814075,christian,nairobi city,kibra,religion
unknown,blessed hands prayer centre,36.7442201,-1.2798538,christian,nairobi city,kibra,religion
unknown,el-shaddai rescue ministry,36.745255,-1.277455,christian,nairobi city,kibra,religion
unknown,riruta pag,36.7456667,-1.27693,christian,nairobi city,kibra,religion
unknown,masjid noor riruta,36.7416617,-1.2798517,christian,nairobi city,kibra,religion
unknown,jesus revival centre,36.7458336,-1.2892419,christian,nairobi city,kibra,religion
unknown,jesus revival centre,36.7457533,-1.2893967,christian,nairobi city,kibra,religion
unknown,jericho p.a.g assembly,36.7486564,-1.2893638,christian,nairobi city,kibra,religion
unknown,sidoni pag,36.7485909,-1.2846978,christian,nairobi city,kibra,religion
unknown,"salvation army, milimani corps",36.7478626,-1.2839106,christian,nairobi city,kibra,religion
unknown,gospel equippers,36.7455961,-1.2824436,christian,nairobi city,kibra,religion
unknown,jesus power,36.7488849,-1.2824863,christian,nairobi city,kibra,religion
unknown,house of prayer,36.7528054,-1.2840131,christian,nairobi city,kibra,religion
unknown,amaizing grace,36.7457532,-1.281761,christian,nairobi city,kibra,religion
unknown,jesus christ is the lord universal,36.7488904,-1.2874187,christian,nairobi city,kibra,religion
unknown,heavenly glory revelation ministries kawangware,36.7505083,-1.28791,christian,nairobi city,kibra,religion
unknown,bernard pag assembly,36.7527783,-1.2884299,christian,nairobi city,kibra,religion
unknown,maximum miracle center kawangware,36.7495037,-1.2876521,christian,nairobi city,kibra,religion
unknown,heavenly glory,36.7509683,-1.288294,christian,nairobi city,kibra,religion
unknown,pentecostal evangelism team,36.7513183,-1.2865017,christian,nairobi city,kibra,religion
unknown,well of glory ministries,36.7504217,-1.2864417,christian,nairobi city,kibra,religion
unknown,christ restoration center,36.7514321,-1.2846697,christian,nairobi city,kibra,religion
unknown,all nations spiritual life ministries,36.7508817,-1.2824509,christian,nairobi city,kibra,religion
unknown,christ restoration center,36.7506621,-1.2844901,christian,nairobi city,kibra,religion
unknown,compassion fellowship center,36.7520955,-1.2840516,christian,nairobi city,kasarani,religion
unknown,a. i. c kabiro,36.7512983,-1.2851967,christian,nairobi city,mathare,religion
unknown,gospel hammers international,36.7508129,-1.2852188,christian,nairobi city,mathare,religion
unknown,gospel harvest ministries,36.75152,-1.2855117,christian,nairobi city,mathare,religion
unknown,adc-jerusalem assgatina region,36.7515027,-1.2857454,christian,nairobi city,mathare,religion
unknown,the harvest center fellowship,36.7522683,-1.2862117,christian,nairobi city,mathare,religion
unknown,living hope ministry,36.752192,-1.2864188,christian,nairobi city,mathare,religion
unknown,voice of prayer ministry,36.7595763,-1.2764216,christian,nairobi city,mathare,religion
unknown,bethel centre ministry,36.7543833,-1.28498,christian,nairobi city,kasarani,religion
unknown,christian foundation of life ministries,36.7582144,-1.2815291,christian,nairobi city,mathare,religion
unknown,timau p.a.g,36.7519498,-1.2797103,christian,nairobi city,mathare,religion
unknown,ack st lukes riruta north parish,36.7508838,-1.2773192,christian,nairobi city,kasarani,religion
unknown,kisima ministry,36.7544833,-1.28506,christian,nairobi city,mathare,religion
unknown,vfc kenya,36.7543879,-1.2851452,christian,nairobi city,kibra,religion
unknown,world hope bible institution,36.7577758,-1.2751109,christian,nairobi city,mathare,religion
unknown,mukuyu pag assembly,36.7552738,-1.2764093,christian,nairobi city,dagoretti,religion
unknown,glory networking evangelism,36.751674,-1.2776274,christian,nairobi city,dagoretti,religion
unknown,ushindi pag,36.7515412,-1.2756661,christian,nairobi city,dagoretti,religion
unknown,a.p.e.c covenant assembly,36.7516955,-1.2774887,christian,nairobi city,dagoretti,religion
unknown,matendo evangelism centre,36.7498496,-1.2750201,christian,nairobi city,dagoretti,religion
unknown,aic ebenezer,36.7574819,-1.2748504,christian,nairobi city,dagoretti,religion
unknown,huduma cathedral of hope,36.7544257,-1.2850623,christian,nairobi city,dagoretti,religion
unknown,foundation of praise ministries,36.746995,-1.28948,christian,nairobi city,dagoretti,religion
unknown,fountain of praise ministries,36.7493567,-1.288035,christian,nairobi city,dagoretti,religion
unknown,revival sanctuary of glory,36.7450817,-1.279445,christian,nairobi city,dagoretti,religion
unknown,oasis of shalom ministries,36.9028226,-1.3039884,christian,nairobi city,dagoretti,religion
unknown,masjid noor (mosque),36.9082063,-1.2964103,christian,nairobi city,dagoretti,religion
unknown,st joseph catholic,36.8719578,-1.2907213,muslim,nairobi city,dagoretti,religion
unknown,fedha mosque,36.8963552,-1.3152013,christian,nairobi city,dagoretti,religion
unknown,ack saint luke's,36.8878865,-1.2795037,christian,nairobi city,dagoretti,religion
unknown,masjid fawzan mosque,36.8986143,-1.3086082,christian,nairobi city,dagoretti,religion
unknown,queen of angels academy;jesus revival centre,36.7468833,-1.2900533,christian,nairobi city,dagoretti,religion
unknown,saint thomas catholic church water tap,36.7887703,-1.309114,christian,nairobi city,dagoretti,religion
unknown,kag church mlango kubwa,36.8445445,-1.2639801,christian,nairobi city,dagoretti,religion
unknown,redeem gospel church mathare,36.8498869,-1.2646042,christian,nairobi city,dagoretti,religion
unknown,redeem gospel church,36.8494099,-1.2645861,christian,nairobi city,dagoretti,religion
unknown,faith revival ministries,36.8627069,-1.2600487,christian,nairobi city,dagoretti,religion
unknown,maranatha faith assemblies,36.8615774,-1.2624294,christian,nairobi city,dagoretti,religion
unknown,muungano assemblies church,36.8623026,-1.2613657,christian,nairobi city,dagoretti,religion
unknown,hope and faith,36.7818629,-1.3153019,christian,nairobi city,dagoretti,religion
unknown,ack njiru,36.9428251,-1.2517823,christian,nairobi city,dagoretti,religion
unknown,maxdais faith school,36.8658474,-1.2601417,christian,nairobi city,dagoretti,religion
unknown,maxdais faith school,36.8659459,-1.2593155,christian,nairobi city,dagoretti,religion
unknown,shiners faith development centre,36.8607373,-1.2621657,christian,nairobi city,dagoretti,religion
unknown,calvary chapel githurai,36.9133394,-1.205777,christian,nairobi city,dagoretti,religion
unknown,pefa utawala,36.972995,-1.2887313,christian,nairobi city,dagoretti,religion
unknown,mosque,36.8026259,-1.3026822,christian,nairobi city,dagoretti,religion
unknown,silanga,36.792808,-1.3128335,christian,nairobi city,dagoretti,religion
